location,total_sqft,size,price,price_per_sqft
Gunjur,2000.0,4,9500000.0,4750.0
Gunjur,1140.0,2,4911000.0,4307.894736842105
Gunjur,1195.0,2,4400000.0,3682.0083682008367
Gunjur,1190.0,2,4000000.0,3361.344537815126
Gunjur,1457.0,2,6000000.0,4118.050789293068
Gunjur,1080.0,2,4100000.0,3796.296296296296
Gunjur,2132.0,3,8000000.0,3752.34521575985
Gunjur,1800.0,3,7000000.0,3888.8888888888887
Gunjur,1175.0,2,4348000.0,3700.425531914894
Gunjur,1362.0,3,6263000.0,4598.384728340676
Gunjur,1071.0,2,5100000.0,4761.9047619047615
Gunjur,1063.0,2,4000000.0,3762.9350893697083
Gunjur,1235.0,2,5276000.0,4272.064777327935
Gunjur,1588.0,3,9000000.0,5667.506297229219
Gunjur,1235.0,2,4450000.0,3603.2388663967613
Gunjur Palya,1050.0,2,4300000.0,4095.2380952380954
Gunjur Palya,674.0,2,1989999.9999999998,2952.522255192878
Gunjur Palya,1033.0,3,3200000.0,3097.773475314618
Gunjur Palya,830.0,2,4000000.0,4819.277108433735
Gunjur Palya,900.0,2,2700000.0,3000.0
Gunjur Palya,849.0,2,2540000.0,2991.7550058892816
Gunjur Palya,1400.0,3,4500000.0,3214.285714285714
Gunjur Palya,1426.0,3,7100000.0,4978.962131837307
Gunjur Palya,993.0,2,4200000.0,4229.607250755287
Gunjur Palya,1235.0,2,5276000.0,4272.064777327935
HAL 2nd Stage,1226.0,2,13500000.0,11011.419249592169
HAL 2nd Stage,1490.0,3,30000000.0,20134.228187919463
HAL 2nd Stage,2100.0,3,25200000.0,12000.0
HAL 2nd Stage,600.0,2,14500000.0,24166.666666666668
HAL 2nd Stage,2700.0,3,50000000.0,18518.51851851852
HAL 2nd Stage,1600.0,3,12500000.0,7812.5
HAL 2nd Stage,2400.0,4,65000000.0,27083.333333333332
HAL 2nd Stage,2280.0,4,61500000.0,26973.684210526317
HAL 2nd Stage,2040.0,5,50000000.0,24509.803921568626
HBR Layout,2800.0,3,20000000.0,7142.857142857143
HBR Layout,1722.0,3,9500000.0,5516.8408826945415
HBR Layout,1200.0,4,12000000.0,10000.0
HBR Layout,1200.0,2,6000000.0,5000.0
HBR Layout,1004.0,2,4900000.0,4880.478087649402
HBR Layout,1783.0,3,12500000.0,7010.656197420079
HBR Layout,1656.0,3,9000000.0,5434.782608695652
HBR Layout,1089.0,2,6000000.0,5509.641873278237
HBR Layout,2400.0,4,32000000.0,13333.333333333334
HBR Layout,1700.0,3,11000000.0,6470.588235294118
HBR Layout,1198.0,2,6500000.0,5425.709515859767
HBR Layout,1200.0,4,11500000.0,9583.333333333334
HBR Layout,1800.0,3,23000000.0,12777.777777777777
HBR Layout,1068.0,2,4300000.0,4026.2172284644193
HBR Layout,1200.0,2,12000000.0,10000.0
HBR Layout,900.0,2,14500000.0,16111.111111111111
HBR Layout,1832.0,3,16000000.0,8733.624454148472
HRBR Layout,1374.0,2,9500000.0,6914.1193595342065
HRBR Layout,1440.0,2,9800000.0,6805.555555555556
HRBR Layout,1567.0,3,9000000.0,5743.458838544991
HRBR Layout,2800.0,3,25000000.0,8928.57142857143
HRBR Layout,1210.0,2,7500000.0,6198.347107438017
HRBR Layout,1265.0,2,7800000.0,6166.00790513834
HRBR Layout,1170.0,2,7500000.0,6410.25641025641
HRBR Layout,1335.0,3,8700000.0,6516.853932584269
HRBR Layout,1900.0,4,9000000.0,4736.8421052631575
HRBR Layout,1625.0,3,12000000.0,7384.615384615385
HRBR Layout,1301.0,2,12000000.0,9223.674096848577
HRBR Layout,1145.0,2,6850000.0,5982.532751091703
HRBR Layout,1300.0,2,9000000.0,6923.076923076923
HSR Layout,1400.0,3,5600000.0,4000.0
HSR Layout,1372.0,2,6800000.0,4956.268221574344
HSR Layout,1430.0,3,6500000.0,4545.454545454545
HSR Layout,1475.0,3,7500000.0,5084.745762711865
HSR Layout,1467.0,2,5500000.0,3749.147920927062
HSR Layout,1140.0,2,4600000.0,4035.0877192982457
HSR Layout,1372.0,2,6100000.0,4446.064139941691
HSR Layout,1750.0,3,9500000.0,5428.571428571428
HSR Layout,2424.0,3,9000000.0,3712.871287128713
HSR Layout,1027.0,2,4400000.0,4284.323271665044
HSR Layout,1650.0,3,11000000.0,6666.666666666667
HSR Layout,1185.0,2,6000000.0,5063.291139240507
HSR Layout,1127.0,2,6800000.0,6033.717834960071
HSR Layout,1600.0,3,11500000.0,7187.5
HSR Layout,1145.0,2,4800000.0,4192.139737991266
HSR Layout,1009.0,2,5600000.0,5550.049554013875
HSR Layout,2792.0,4,22000000.0,7879.656160458453
HSR Layout,1300.0,2,9800000.0,7538.461538461538
HSR Layout,2400.0,3,8800000.0,3666.6666666666665
HSR Layout,1126.0,2,6900000.0,6127.886323268206
HSR Layout,1360.0,3,5300000.0,3897.0588235294117
HSR Layout,1145.0,2,4600000.0,4017.467248908297
HSR Layout,1142.0,2,6500000.0,5691.768826619965
HSR Layout,2020.0,3,16000000.0,7920.792079207921
HSR Layout,1844.0,3,9500000.0,5151.843817787419
HSR Layout,1203.0,2,7200000.0,5985.037406483791
HSR Layout,4200.0,5,24500000.0,5833.333333333333
HSR Layout,1100.0,2,4400000.0,4000.0
HSR Layout,1203.0,2,6000000.0,4987.5311720698255
HSR Layout,1590.0,3,13500000.0,8490.566037735849
HSR Layout,1120.0,2,7000000.0,6250.0
HSR Layout,1289.0,2,7000000.0,5430.566330488751
HSR Layout,1844.0,3,8900000.0,4826.46420824295
Haralur Road,1240.0,2,7000000.0,5645.1612903225805
Haralur Road,1027.0,2,4400000.0,4284.323271665044
Haralur Road,1464.0,3,5600000.0,3825.136612021858
Haralur Road,2650.0,4,19800000.0,7471.698113207547
Haralur Road,2805.0,4,15400000.0,5490.196078431372
Haralur Road,1194.0,2,4700000.0,3936.348408710218
Haralur Road,3385.0,4,26000000.0,7680.945347119646
Haralur Road,1202.0,2,5300000.0,4409.317803660566
Haralur Road,1056.0,2,6100000.0,5776.515151515152
Haralur Road,1810.0,3,10000000.0,5524.861878453039
Haralur Road,1194.0,2,4600000.0,3852.5963149078725
Haralur Road,1225.0,2,6738000.0,5500.408163265306
Haralur Road,1243.0,2,4600000.0,3700.7240547063557
Haralur Road,1920.0,3,11500000.0,5989.583333333333
Haralur Road,1875.0,3,11000000.0,5866.666666666667
Haralur Road,2750.0,4,22000000.0,8000.0
Haralur Road,1140.0,2,4300000.0,3771.9298245614036
Haralur Road,2017.0,3,12500000.0,6197.322756569162
Haralur Road,1092.0,2,4400000.0,4029.3040293040294
Haralur Road,2475.0,3,13000000.0,5252.525252525253
Haralur Road,1300.0,2,7300000.0,5615.384615384615
Haralur Road,1850.0,3,11000000.0,5945.945945945946
Haralur Road,3400.0,4,24000000.0,7058.823529411765
Haralur Road,1464.0,2,5600000.0,3825.136612021858
Haralur Road,1230.0,2,7800000.0,6341.463414634146
Haralur Road,1000.0,2,4400000.0,4400.0
Haralur Road,3185.0,4,17500000.0,5494.505494505494
Haralur Road,1300.0,2,7900000.0,6076.923076923077
Haralur Road,1444.0,3,8000000.0,5540.16620498615
Haralur Road,1088.0,2,6800000.0,6250.0
Haralur Road,1225.0,2,7000000.0,5714.285714285715
Haralur Road,1000.0,2,7800000.0,7800.0
Haralur Road,1830.0,3,10100000.0,5519.12568306011
Haralur Road,1810.0,3,12600000.0,6961.325966850829
Haralur Road,1520.0,3,9600000.0,6315.789473684211
Haralur Road,1520.0,3,12500000.0,8223.684210526315
Haralur Road,1300.0,2,7500000.0,5769.2307692307695
Haralur Road,2805.0,4,16000000.0,5704.0998217468805
Haralur Road,2017.0,3,10500000.0,5205.751115518096
Haralur Road,1520.0,3,9000000.0,5921.0526315789475
Haralur Road,1300.0,2,6000000.0,4615.384615384615
Haralur Road,1985.0,3,13000000.0,6549.11838790932
Haralur Road,1255.0,3,9000000.0,7171.314741035857
Haralur Road,1056.0,2,6000000.0,5681.818181818182
Haralur Road,1140.0,2,4200000.0,3684.2105263157896
Haralur Road,1245.0,2,6200000.0,4979.919678714859
Haralur Road,1140.0,2,5800000.0,5087.7192982456145
Haralur Road,1027.0,2,4300000.0,4186.952288218111
Haralur Road,1560.0,3,9000000.0,5769.2307692307695
Haralur Road,1520.0,3,8500000.0,5592.105263157895
Haralur Road,1243.0,2,4500000.0,3620.2735317779566
Haralur Road,1650.0,3,10000000.0,6060.606060606061
Haralur Road,1580.0,3,7300000.0,4620.2531645569625
Haralur Road,1510.0,3,8305000.0,5500.0
Haralur Road,1056.0,2,6500000.0,6155.30303030303
Haralur Road,575.0,1,3800000.0,6608.695652173913
Haralur Road,1850.0,3,12000000.0,6486.486486486487
Haralur Road,560.0,1,4500000.0,8035.714285714285
Haralur Road,1710.0,3,8500000.0,4970.7602339181285
Haralur Road,1730.0,3,9500000.0,5491.329479768786
Haralur Road,1817.0,3,11000000.0,6053.935057787562
Haralur Road,1225.0,2,7700000.0,6285.714285714285
Haralur Road,1285.0,2,7800000.0,6070.038910505837
Haralur Road,1225.0,2,6748000.0,5508.571428571428
Haralur Road,1225.0,2,6984000.0,5701.224489795918
Haralur Road,1200.0,2,4600000.0,3833.3333333333335
Haralur Road,1315.0,2,8500000.0,6463.878326996198
Haralur Road,1976.0,3,9200000.0,4655.87044534413
Haralur Road,4694.0,4,37500000.0,7988.9220281210055
Haralur Road,1309.0,2,8200000.0,6264.323911382735
Haralur Road,1890.0,3,8400000.0,4444.444444444444
Haralur Road,1230.0,2,6765000.000000001,5500.000000000001
Haralur Road,1735.0,3,9700000.0,5590.778097982709
Haralur Road,1810.0,3,9783000.0,5404.972375690608
Haralur Road,1810.0,3,11200000.0,6187.845303867403
Harlur,1508.0,2,7700000.0,5106.100795755968
Harlur,1752.12,3,13500000.0,7704.951715635916
Harlur,2450.0,3,12000000.0,4897.959183673469
Harlur,1460.0,3,7300000.0,5000.0
Harlur,1709.0,3,15000000.0,8777.062609713283
Harlur,1174.0,2,6900000.0,5877.342419080068
Harlur,1033.0,2,4900000.0,4743.465634075508
Harlur,1197.0,2,8400000.0,7017.543859649123
Harlur,1310.0,2,5000000.0,3816.793893129771
Harlur,1757.0,3,13200000.0,7512.805919180421
Harlur,1174.0,2,7600000.0,6473.594548551959
Harlur,1754.0,3,12500000.0,7126.567844925884
Harlur,1200.0,2,4950000.0,4125.0
Harlur,1290.0,2,8500000.0,6589.147286821705
Harlur,1752.12,3,11600000.0,6620.551103805676
Harlur,1754.0,3,13500000.0,7696.693272519954
Harlur,1754.0,3,12400000.0,7069.555302166476
Harlur,1152.0,2,6900000.0,5989.583333333333
Harlur,1290.0,2,8700000.0,6744.186046511628
Harlur,1749.0,3,11500000.0,6575.18582046884
Harlur,3385.0,4,26000000.0,7680.945347119646
Harlur,2240.0,3,15500000.0,6919.642857142857
Harlur,1758.0,3,13300000.0,7565.415244596132
Harlur,1884.0,4,12000000.0,6369.426751592357
Harlur,1197.0,2,7900000.0,6599.832915622389
Harlur,1174.0,2,7800000.0,6643.9522998296425
Harlur,1730.0,3,10000000.0,5780.346820809248
Harlur,2138.0,3,11000000.0,5144.9953227315245
Harlur,1200.0,2,5200000.0,4333.333333333333
Harlur,1749.0,3,11200000.0,6403.659233847913
Harlur,1174.0,2,7500000.0,6388.415672913117
Harlur,1750.0,3,13600000.0,7771.428571428572
Harlur,1620.0,3,11000000.0,6790.123456790124
Harlur,1414.0,3,7750000.0,5480.905233380481
Harlur,1630.0,3,9510000.0,5834.355828220859
Harlur,1459.0,3,13500000.0,9252.912954078136
Harlur,1762.0,3,13300000.0,7548.240635641317
Harlur,1756.0,3,13100000.0,7460.136674259681
Harlur,1755.0,3,13000000.0,7407.407407407408
Harlur,1864.0,3,14000000.0,7510.729613733905
Harlur,1331.0,2,8800000.0,6611.570247933884
Harlur,1752.12,3,13300000.0,7590.80428281168
Harlur,1133.0,2,5500000.0,4854.368932038835
Harlur,1756.0,3,12800000.0,7289.293849658315
Harlur,1749.0,3,12000000.0,6861.06346483705
Harlur,1197.0,2,8200000.0,6850.459482038429
Harlur,1303.0,2,9000000.0,6907.137375287797
Harlur,1754.0,3,13200000.0,7525.655644241733
Harlur,1532.0,2,6500000.0,4242.819843342037
Harlur,1756.0,3,13400000.0,7630.979498861047
Harlur,1197.0,2,7800000.0,6516.290726817043
Harlur,1290.0,2,8990000.0,6968.992248062015
Harlur,1386.0,2,8500000.0,6132.7561327561325
Harlur,1174.0,2,7400000.0,6303.236797274276
Harlur,1710.0,3,8500000.0,4970.7602339181285
Harlur,1755.0,3,11500000.0,6552.706552706552
Harlur,2820.0,4,15350000.0,5443.262411347518
Harlur,2569.0,4,17500000.0,6811.989100817439
Harlur,1197.0,2,7700000.0,6432.748538011696
Harlur,1752.12,3,12500000.0,7134.214551514737
Harlur,3425.0,3,32000000.0,9343.065693430657
Harlur,2569.0,4,18000000.0,7006.617360840794
Harlur,1225.0,2,5600000.0,4571.428571428572
Harlur,1197.0,2,7600000.0,6349.206349206349
Harlur,2137.0,3,11000000.0,5147.402901263454
Harlur,1197.0,2,7500000.0,6265.664160401003
Harlur,1755.0,3,11700000.0,6666.666666666667
Harlur,1197.0,2,7990000.000000001,6675.020885547202
Harlur,936.0,2,4500000.0,4807.692307692308
Harlur,2990.0,4,22500000.0,7525.083612040134
Harlur,1370.0,2,8800000.0,6423.3576642335765
Harlur,1335.0,2,7276000.000000001,5450.187265917603
Hebbal,1760.0,3,12300000.0,6988.636363636364
Hebbal,5611.5,4,47700000.0,8500.400962309543
Hebbal,1900.0,3,11900000.0,6263.1578947368425
Hebbal,1349.0,2,9820000.0,7279.466271312083
Hebbal,2483.0,4,21200000.0,8538.058799838904
Hebbal,1760.0,3,13000000.0,7386.363636363636
Hebbal,2400.0,3,24500000.0,10208.333333333334
Hebbal,3450.0,3,26000000.0,7536.231884057971
Hebbal,1920.0,3,13400000.0,6979.166666666667
Hebbal,1500.0,3,15000000.0,10000.0
Hebbal,1337.0,2,8200000.0,6133.1338818249815
Hebbal,1349.0,2,9800000.0,7264.6404744255005
Hebbal,1000.0,2,4500000.0,4500.0
Hebbal,2470.0,4,24700000.0,10000.0
Hebbal,1036.0,2,5000000.0,4826.254826254826
Hebbal,3900.0,4,41000000.0,10512.820512820514
Hebbal,1255.0,3,7768000.000000001,6189.641434262949
Hebbal,1355.0,3,8387000.0,6189.667896678967
Hebbal,1790.0,3,12700000.0,7094.972067039106
Hebbal,687.325,2,4272000.0,6215.40028370858
Hebbal,2790.0,4,19800000.0,7096.774193548387
Hebbal,1985.0,3,18900000.0,9521.410579345089
Hebbal,2483.0,4,21500000.0,8658.880386629078
Hebbal,1080.0,2,5400000.0,5000.0
Hebbal,1100.0,2,5000000.0,4545.454545454545
Hebbal,812.0,2,5500000.0,6773.399014778325
Hebbal,1075.0,2,5200000.0,4837.209302325581
Hebbal,3067.0,4,23000000.0,7499.184871209651
Hebbal,1040.0,2,5000000.0,4807.692307692308
Hebbal,2526.0,3,25000000.0,9897.070467141726
Hebbal,823.0,2,5063000.0,6151.883353584447
Hebbal,1420.0,2,12300000.0,8661.971830985916
Hebbal,1069.0,3,6540000.000000001,6117.867165575305
Hebbal,3067.0,4,31000000.0,10107.597000326052
Hebbal,1040.0,2,4600000.0,4423.076923076923
Hebbal,1420.0,2,9939000.0,6999.295774647887
Hebbal,4235.0,4,36500000.0,8618.654073199528
Hebbal,1100.0,2,4700000.0,4272.727272727273
Hebbal,1700.0,3,12400000.0,7294.117647058823
Hebbal,4772.0,4,51000000.0,10687.34283319363
Hebbal,3960.0,4,38600000.0,9747.474747474747
Hebbal,1550.0,3,7500000.0,4838.709677419355
Hebbal,1053.0,2,4800000.0,4558.404558404558
Hebbal,1440.0,2,11500000.0,7986.111111111111
Hebbal,1100.0,2,5400000.0,4909.090909090909
Hebbal,3500.0,3,39500000.0,11285.714285714286
Hebbal,2700.0,4,10000000.0,3703.703703703704
Hebbal,2400.0,3,18000000.0,7500.0
Hebbal,1420.0,2,10700000.0,7535.211267605634
Hebbal,1320.0,2,9200000.0,6969.69696969697
Hebbal,919.0,2,4900000.0,5331.882480957563
Hebbal,1645.0,3,13500000.0,8206.686930091186
Hebbal,2080.0,3,17500000.0,8413.461538461539
Hebbal,3895.0,4,40500000.0,10397.946084724004
Hebbal,2483.0,4,23000000.0,9262.988320579943
Hebbal,2600.0,3,19500000.0,7500.0
Hebbal,1645.0,3,11700000.0,7112.462006079028
Hebbal,1251.0,2,8873000.0,7092.725819344524
Hebbal,1645.0,3,12100000.0,7355.623100303951
Hebbal,1645.0,3,12000000.0,7294.83282674772
Hebbal,1255.0,3,9000000.0,7171.314741035857
Hebbal,1586.0,3,9000000.0,5674.653215636822
Hebbal,1636.0,3,11900000.0,7273.838630806846
Hebbal,3520.0,3,43000000.0,12215.90909090909
Hebbal,2661.0,3,22650000.0,8511.83765501691
Hebbal,1255.0,3,9500000.0,7569.721115537848
Hebbal,1328.0,3,6000000.0,4518.0722891566265
Hebbal,1269.0,3,7300000.0,5752.561071710008
Hebbal,1088.0,2,6145000.0,5647.97794117647
Hebbal,1349.0,2,9780000.0,7249.814677538918
Hebbal,1344.0,2,10800000.0,8035.714285714285
Hebbal,3895.0,4,45100000.0,11578.947368421053
Hebbal,1138.0,2,11000000.0,9666.080843585238
Hebbal,2790.0,4,20400000.0,7311.8279569892475
Hebbal,1250.0,2,5555000.0,4444.0
Hebbal,1200.0,2,4900000.0,4083.3333333333335
Hebbal,1088.0,2,6200000.0,5698.529411764706
Hebbal,1987.0,3,16500000.0,8303.975842979366
Hebbal,1299.0,2,10000000.0,7698.229407236336
Hebbal,1200.0,2,6000000.0,5000.0
Hebbal,2850.0,3,34300000.0,12035.087719298246
Hebbal,1390.0,2,9500000.0,6834.53237410072
Hebbal,6000.0,8,22000000.0,3666.6666666666665
Hebbal,1333.0,2,10000000.0,7501.875468867217
Hebbal,1204.0,2,4500000.0,3737.5415282392028
Hebbal,2650.0,3,19900000.0,7509.433962264151
Hebbal,3450.0,3,34800000.0,10086.95652173913
Hebbal,1244.0,2,4800000.0,3858.520900321543
Hebbal,1800.0,3,14000000.0,7777.777777777777
Hebbal,1860.0,3,9500000.0,5107.5268817204305
Hebbal,2470.0,4,20300000.0,8218.623481781377
Hebbal,1200.0,2,5200000.0,4333.333333333333
Hebbal,1333.0,2,10400000.0,7801.950487621905
Hebbal,2600.0,3,19900000.0,7653.846153846154
Hebbal,1345.0,2,9700000.0,7211.8959107806695
Hebbal,1110.0,3,5900000.0,5315.315315315315
Hebbal,985.0,2,6200000.0,6294.416243654822
Hebbal,1320.0,2,9100000.0,6893.939393939394
Hebbal,2388.0,3,19500000.0,8165.829145728643
Hebbal,1040.0,2,5500000.0,5288.461538461538
Hebbal,1315.0,3,6500000.0,4942.9657794676805
Hebbal,1150.0,2,5500000.0,4782.608695652174
Hebbal,1100.0,2,4200000.0,3818.181818181818
Hebbal,1200.0,2,4800000.0,4000.0
Hebbal,1100.0,2,3800000.0,3454.5454545454545
Hebbal,2630.0,4,18800000.0,7148.28897338403
Hebbal,3895.0,3,39000000.0,10012.836970474968
Hebbal,1645.0,3,11300000.0,6869.300911854103
Hebbal,1175.0,2,5405000.0,4600.0
Hebbal,1590.0,3,9600000.0,6037.735849056604
Hebbal,3520.0,3,32000000.0,9090.90909090909
Hebbal,1072.0,2,4500000.0,4197.761194029851
Hebbal,1162.0,2,6900000.0,5938.037865748709
Hebbal,1100.0,2,6000000.0,5454.545454545455
Hebbal,4235.0,4,36400000.0,8595.04132231405
Hebbal,1299.0,2,9700000.0,7467.282525019245
Hebbal,3758.0,4,45000000.0,11974.454497072911
Hebbal,2470.0,4,19200000.0,7773.27935222672
Hebbal,4450.0,4,44900000.0,10089.887640449439
Hebbal,3520.0,3,24000000.0,6818.181818181818
Hebbal,1920.0,3,15000000.0,7812.5
Hebbal,2375.0,4,18900000.0,7957.894736842105
Hebbal,1420.0,2,9926000.0,6990.140845070423
Hebbal,1252.0,2,9200000.0,7348.242811501597
Hebbal,1162.0,2,5900000.0,5077.452667814114
Hebbal,1294.0,2,11500000.0,8887.171561051005
Hebbal,4225.0,4,35900000.0,8497.041420118343
Hebbal,1150.0,2,5700000.0,4956.521739130435
Hebbal,1740.0,3,13700000.0,7873.563218390805
Hebbal,1430.0,3,8500000.0,5944.055944055944
Hebbal,1662.0,3,15500000.0,9326.113116726836
Hebbal,2250.0,3,21900000.0,9733.333333333334
Hebbal,4000.0,4,44000000.0,11000.0
Hebbal,4000.0,4,37000000.0,9250.0
Hebbal,1349.0,2,9680000.0,7175.685693106005
Hebbal Kempapura,1700.0,3,15500000.0,9117.64705882353
Hebbal Kempapura,1130.0,2,6000000.0,5309.734513274337
Hebbal Kempapura,1800.0,3,17500000.0,9722.222222222223
Hebbal Kempapura,2900.0,3,30000000.0,10344.827586206897
Hebbal Kempapura,3522.0,3,38000000.0,10789.324247586599
Hebbal Kempapura,2280.0,5,20000000.0,8771.929824561403
Hebbal Kempapura,1200.0,2,12500000.0,10416.666666666666
Hebbal Kempapura,2900.0,3,24000000.0,8275.862068965518
Hebbal Kempapura,3900.0,4,36000000.0,9230.76923076923
Hebbal Kempapura,1300.0,2,10200000.0,7846.153846153846
Hebbal Kempapura,1466.0,3,14000000.0,9549.795361527968
Hebbal Kempapura,1654.0,3,8500000.0,5139.056831922612
Hebbal Kempapura,3895.0,4,49500000.0,12708.600770218229
Hebbal Kempapura,2302.0,4,30000000.0,13032.145960034752
Hebbal Kempapura,3900.0,4,31000000.0,7948.717948717948
Hebbal Kempapura,1725.0,3,16500000.0,9565.217391304348
Hebbal Kempapura,1200.0,3,12500000.0,10416.666666666666
Hebbal Kempapura,3408.0,3,26000000.0,7629.107981220657
Hebbal Kempapura,1485.0,2,13200000.0,8888.888888888889
Hebbal Kempapura,1400.0,2,10800000.0,7714.285714285715
Hebbal Kempapura,1800.0,3,15000000.0,8333.333333333334
Hebbal Kempapura,2400.0,5,20000000.0,8333.333333333334
Hebbal Kempapura,2800.0,5,22000000.0,7857.142857142857
Hebbal Kempapura,1436.0,3,7500000.0,5222.841225626741
Hebbal Kempapura,1785.0,3,16500000.0,9243.697478991597
Hebbal Kempapura,3729.0,4,38400000.0,10297.666934835077
Hebbal Kempapura,1200.0,4,14800000.0,12333.333333333334
Hebbal Kempapura,1600.0,3,17000000.0,10625.0
Hebbal Kempapura,1730.0,3,17500000.0,10115.606936416185
Hebbal Kempapura,2485.0,4,19800000.0,7967.806841046277
Hegde Nagar,1569.0,3,10100000.0,6437.221159974506
Hegde Nagar,3000.0,6,21000000.0,7000.0
Hegde Nagar,2026.0,3,13200000.0,6515.301085883514
Hegde Nagar,1801.0,3,11500000.0,6385.341476957246
Hegde Nagar,1050.0,2,5600000.0,5333.333333333333
Hegde Nagar,1341.0,2,9700000.0,7233.407904548844
Hegde Nagar,2112.95,3,14500000.0,6862.443503159091
Hegde Nagar,1200.0,4,8300000.0,6916.666666666667
Hegde Nagar,1703.0,3,11300000.0,6635.3493834409865
Hegde Nagar,1570.0,3,10500000.0,6687.898089171975
Hegde Nagar,1801.0,3,14000000.0,7773.459189339256
Hegde Nagar,1584.01,3,10300000.0,6502.484201488627
Hegde Nagar,1965.0,3,12500000.0,6361.323155216285
Hegde Nagar,1200.0,2,7500000.0,6250.0
Hegde Nagar,1847.0,3,13500000.0,7309.1499729290745
Hegde Nagar,1835.0,3,8800000.0,4795.6403269754765
Hegde Nagar,1965.0,3,13200000.0,6717.557251908397
Hegde Nagar,1703.0,3,12500000.0,7339.988256018791
Hegde Nagar,1847.0,3,12500000.0,6767.73145641581
Hegde Nagar,2144.6,3,14500000.0,6761.167583698592
Hegde Nagar,1718.0,3,11900000.0,6926.6589057043075
Hegde Nagar,1847.0,3,12300000.0,6659.447753113156
Hegde Nagar,1340.0,2,7200000.0,5373.134328358209
Hegde Nagar,2087.01,3,11500000.0,5510.275465857853
Hegde Nagar,1703.0,3,13000000.0,7633.587786259542
Hegde Nagar,2087.01,3,13500000.0,6468.584242528785
Hegde Nagar,1718.0,3,13000000.0,7566.938300349243
Hegde Nagar,1884.0,3,11800000.0,6263.2696390658175
Hegde Nagar,1930.0,3,12200000.0,6321.243523316062
Hegde Nagar,1835.0,3,9200000.0,5013.623978201635
Hegde Nagar,1584.01,3,10400000.0,6565.615116066187
Hegde Nagar,1500.0,3,13500000.0,9000.0
Hegde Nagar,1168.0,3,6800000.0,5821.917808219178
Hegde Nagar,2162.03,3,12900000.0,5966.614709324107
Hegde Nagar,2087.01,3,16000000.0,7666.470213367448
Hegde Nagar,1835.0,3,8900000.0,4850.136239782017
Hegde Nagar,1000.0,2,6600000.0,6600.0
Hegde Nagar,1348.0,3,8050000.0,5971.810089020772
Hennur,1075.0,2,5200000.0,4837.209302325581
Hennur,1255.0,2,5232000.0,4168.924302788844
Hennur,1225.0,2,5700000.0,4653.061224489796
Hennur,1255.0,2,5750000.0,4581.673306772908
Hennur,1259.0,2,5700000.0,4527.4027005559965
Hennur,1255.0,2,5350000.0,4262.948207171315
Hennur,1285.0,2,6000000.0,4669.260700389105
Hennur,1100.0,2,6000000.0,5454.545454545455
Hennur,1231.0,2,4800000.0,3899.268887083672
Hennur,1255.0,2,5800000.0,4621.5139442231075
Hennur,1040.0,2,4212000.0,4050.0
Hennur,1255.0,2,5450000.0,4342.629482071713
Hennur,1041.0,2,4060000.0,3900.0960614793466
Hennur,1340.0,3,5424000.0,4047.7611940298507
Hennur,1255.0,2,5550000.0,4422.310756972111
Hennur,1260.0,3,5200000.0,4126.984126984127
Hennur,1231.0,2,5000000.0,4061.7384240454917
Hennur,2500.0,5,12500000.0,5000.0
Hennur,1160.0,2,4900000.0,4224.137931034483
Hennur,2400.0,3,13500000.0,5625.0
Hennur,1100.0,2,4455000.0,4050.0
Hennur,960.0,2,4800000.0,5000.0
Hennur,1020.0,2,4800000.0,4705.882352941177
Hennur,2557.0,4,17000000.0,6648.4161126319905
Hennur,1295.0,2,6400000.0,4942.084942084942
Hennur,1935.0,3,10200000.0,5271.3178294573645
Hennur,1655.0,3,7050000.0,4259.818731117824
Hennur,1345.0,3,6900000.0,5130.111524163569
Hennur,1420.0,2,6200000.0,4366.197183098591
Hennur,1155.0,2,5450000.0,4718.614718614718
Hennur,1255.0,2,5235000.0,4171.314741035857
Hennur,3517.0,4,16150000.0,4591.981802672733
Hennur,1340.0,3,5427000.0,4050.0
Hennur,1830.0,3,11300000.0,6174.863387978142
Hennur,1830.5,3,8420500.0,4600.109259765091
Hennur,1255.0,2,5357000.0,4268.525896414342
Hennur,1830.0,3,12100000.0,6612.021857923497
Hennur,1255.0,2,5650000.0,4501.99203187251
Hennur,1050.0,2,4273000.0,4069.5238095238096
Hennur,1295.0,2,6200000.0,4787.644787644787
Hennur Road,2089.0,3,14000000.0,6701.771182383915
Hennur Road,3203.5,4,22450000.0,7007.960043702201
Hennur Road,5000.0,8,25000000.0,5000.0
Hennur Road,1866.0,3,6158000.0,3300.10718113612
Hennur Road,1385.0,2,8309000.0,5999.27797833935
Hennur Road,1317.5,2,6377000.0,4840.2277039848195
Hennur Road,1500.0,3,6200000.0,4133.333333333333
Hennur Road,2264.0,3,15900000.0,7022.968197879859
Hennur Road,1157.0,2,8400000.0,7260.155574762316
Hennur Road,1904.0,3,12000000.0,6302.5210084033615
Hennur Road,1891.0,3,10900000.0,5764.1459545214175
Hennur Road,1561.0,3,9500000.0,6085.842408712364
Hennur Road,1192.0,3,6000000.0,5033.557046979866
Hennur Road,2060.0,3,14900000.0,7233.0097087378645
Hennur Road,1482.0,3,9200000.0,6207.827260458839
Hennur Road,1232.0,2,8900000.0,7224.025974025974
Hennur Road,1065.0,2,4260000.0,4000.0
Hennur Road,1482.0,3,8373000.0,5649.797570850203
